,potential_positive,positive,partial,missing,insert_all,insert_but_in_text,insert_hallucination,try_count,truth_set,summ_set,misperid
65,8,2,6,4,7,7,0,1,"{'Abbey Park Avenue St Andrews', 'St', 'volunteer organization', '1 Camdean Crescent Rosyth', 'carpool group', 'sports league', 'synagogue', 'Limekilns Road Dunfermline', 'Pitreavie Drive Dunfermline KY11 8UH', '15 Woodside Avenue', 'Rosyth', 'Hawkcraig Road Aberdour KY3 0TZ'}","{'Hawkcraig Road, Aberdour', 'Aberlour Street, Rosyth', '10-16 Wood Place', 'KY3 0TZ', 'Chapel Level, Kirkcaldy', 'Henry Brown', 'Marion Buckley', 'St Margaret’s Head, North Queensferry', 'Abbey Park Avenue, St Andrews', 'Rosyth', 'Grace', 'Limekilns Road, Dunfermline', 'Edward Street 1 CB30SZ', '15 Woodside Avenue', '1 Camdean Crescent, Rosyth', 'Timothy', 'Pitreavie Drive, Dunfermline', 'KY11 8UH', 'remote cabin'}",1989
66,3,0,3,4,5,5,0,1,"{'volunteer', 'Road', 'Edinburgh Road Perth PH2 8DX', 'yoga class', 'The', '60 South William Street Perth', 'hair salon'}","{'60 South William Street, Perth', 'Edinburgh Road, Perth, PH2 8DX', 'airport', 'Balavil Brae', '51 Grampian Court', 'orchard', '83 Burnside Avenue'}",2043
67,21,4,17,3,5,5,0,1,"{'Road', 'community center', '90', '14 St Andrew Street', '5', 'Wester Millerhill Dalkeith', 'Abbotsford Road North Berwick', 'Street', '50 Lothian Road', '1G Bank Street', 'Princes Street', '2 Cramond Glebe Road Edinburgh', '50', 'St', '23a Rosebery Avenue South Queensferry EH30 9JG', 'office', '150 Commercial Street Edinburgh', 'regular walking route', 'Dalkeith', 'Edinburgh', 'adult day care', '5 The Village EH39 5HT', 'Mid Road Prestonpans EH32 9ER', 'park'}","{'EH32 9ER', '2 Cramond Glebe Road, Edinburgh', '90', 'EH30 9JG', '150 Commercial Street, Edinburgh', 'train routes', 'train', 'Wester Millerhill, Dalkeith', '91,93 Princes Street', '14 St Andrew Street', '5 The Village, EH39 5HT', 'Mid Road, Prestonpans', '50 Lothian Road', '50 Howden Hall Road, Edinburgh', '1G Bank Street', 'Abbotsford Road, North Berwick', 'adult day care facility', 'train park', ""St Leonard's Crag, Edinburgh"", '23a Rosebery Avenue, South Queensferry', 'remote cabin', '19 West Port, Dunbar', 'nearby areas'}",2063
68,20,4,16,4,4,4,0,1,"{'Road', 'Acre Drive Glasgow G20 0TR', '21 Rampart Avenue Glasgow', 'cafe', 'extracurricular activities', 'Acre Drive Glasgow', 'Stirling Road Dumbarton', 'West Clyde Street Helensburgh', 'Helensburgh', 'Avenue Glasgow', '21 Rampart Avenue', 'Truce Road', 'Main', 'Truce Road Glasgow', 'The', 'summer camp', 'sports club', '55 Diana Avenue Glasgow', 'playground', 'Castlecary Road', 'library', 'Belsyde Avenue Glasgow', 'Belsyde Avenue', 'Fulton Road G62 8PG'}","{'Crow Road', 'Acre Drive, Glasgow, G20 0TR', 'Crow Road, Glasgow, G66 7GX', 'cemetery', 'Crow Road, Glasgow', 'Helensburgh', 'West Clyde Street, Helensburgh', 'playground on Belsyde Avenue', '63-65 Truce Road', 'sports club at Stirling Road, Dumbarton', '21 Rampart Avenue, Glasgow', 'Belsyde Avenue command post', 'Belsyde Avenue', '63-65 Truce Road, Glasgow', 'cafe on Belsyde Avenue, Glasgow', '55 Diana Avenue, Glasgow', 'old factory', 'river', '21 Rampart Avenue', 'Diana Avenue, Glasgow', 'Fulton Road, G62 8PG', 'school', 'factory on Acre Drive, Glasgow', 'Main Road, G84 0AH', 'Main Road', 'Belsyde Avenue, Glasgow', 'Stirling Road, Dumbarton', 'Acre Drive, Glasgow', 'Castlecary Road'}",2075
69,35,6,29,2,13,12,1,1,"{'community center', '1 Burnbank Road Falkirk', '4', 'neighborhood cafe', 'Kemper Avenue Falkirk', '1', 'church', 'FK2', 'Dunhalin Rumford', 'Dunhalin Rumford FK2 0SE', 'Greenside Street Alloa', '33 Spittal Street FK8 1DU', 'hospital', 'Dunhalin', '1 Garrison Place', 'Glensburgh Road', '1 Arnothill Falkirk FK1 5RY', '25 Slamannan Road Falkirk', 'Road', 'Dumbarton Road FK8 2QL', '1 Burnbank Road Falkirk FK2 7PE', 'Blackston Road Avonbridge', 'Kemper Avenue', 'of', 'Home', 'Craigs Terrace', 'Rumford', 'medical clinic', 'Road Grangemouth FK3 8UZ', 'Falkirk', '43 Union Road FK1 4PG', 'pharmacy', 'Road Falkirk', 'senior housing', 'Greenside Street Alloa FK10 1EB', 'Kirk Entry', 'Craigs Terrace Rumford'}","{'abandoned factory', 'abandoned mine', 'Dumbarton Road, FK8 2QL', 'Stirling', 'Dumbarton Road', 'church', 'Blackston Road, Avonbridge', 'factory on 1 Burnbank Road, Falkirk, FK2 7PE', ""café on Earl's Road, Grangemouth, FK3 8UZ"", 'Kathleen Jones at the senior housing', '1 Arnothill, Falkirk, FK1 5RY', 'Kemper Avenue, Falkirk', 'library on Greenside Street, Alloa', 'Greenside Street, Alloa, FK10 1EB', 'historic church', '4 Brown Street', 'factory', '25 Slamannan Road, Falkirk', 'near her home', 'Craigs Terrace, Rumford', 'Glensburgh Road', 'boat dock at the community center', '43 Union Road', 'boat docked', 'cabin once owned by her late grandmother Kathleen Jones', ""Kirk Entry Bo'ness Road, Falkirk"", 'cabin', '1 Burnbank Road, Falkirk', 'cabin near Dunhalin, Rumford', 'neighborhood cafe on Greenside Street, Alloa, FK10 1EB', 'cabin off Kemper Avenue', 'river', 'old factory', 'Craigs Terrace', 'factory near 1 Garrison Place', 'medical clinic', 'old cabin', 'disused mine close to 33 Spittal Street, FK8 1DU', 'Dunhalin, Rumford', 'pharmacy', ""abandoned mine close to Kirk Entry Bo'ness Road, Falkirk"", 'family cabin', 'senior housing community', 'abandoned church', 'senior housing', 'Dunhalin, Rumford, FK2 0SE', '43 Union Road, FK1 4PG', 'West Bridge Street, Falkirk', '14 The Meadows, Stirling', 'factory, cabin, boat', 'medical clinic on Dumbarton Road, FK8 2QL', 'church on Greenside Street, Alloa'}",2280
70,10,3,7,2,2,2,0,1,"{'Road Insch', 'Road', '10 Garden Wood Inchmarlo', 'cafe', 'Gordon Crescent', 'Beltie Road', 'North', '10 East Cathcart Street AB56 1PJ', 'Gordon Crescent AB34 5HJ', 'of', 'tutoring center', 'Seafield Circle Buckie'}","{'Gordon Crescent, AB34 5HJ', 'Craigour Road', 'cafe', 'Gordon Crescent', 'North Road', '10 East Cathcart Street', 'Beltie Road', 'wilderness', 'Garden Wood', 'Edward Street 1 CB30SZ', '10 Garden Wood', 'Craigour Road, Torphins', 'Seafield Circle', '10 Garden Wood, Inchmarlo', 'school'}",2324
71,5,1,4,1,7,7,0,1,"{'Road', 'Craigour Road Torphins AB31 4UE', 'Home', 'school events', 'Craigour Road Torphins', 'March Road Buckie'}","{'bunker', 'Dee Street, Banchory', 'Inchmarlo Road', 'underground bunker', 'March Road, Buckie', 'resort', 'orchard', 'North Road, Insch', 'Home', 'abandoned building', 'Craigour Road, Torphins', 'East Cathcart Street'}",2334
72,21,1,20,7,2,2,0,1,"{'Road', 'Bridgend of Glenlivet Ballindalloch AB37 9BX', 'program', 'university', 'Road AB31', 'Street', 'Gordon Crescent AB34 5HJ', 'of', 'North Lane Archiestown AB38 7QL', 'Bog Road', '14 East Park Inchmarlo', 'Seafield Circle Buckie', 'Craigour Road Torphins', 'Mill Road Insch', 'fast food restaurant', '10 Garden Wood Inchmarlo', 'friends', '10 East Cathcart Street', 'North Lane Archiestown', 'Beltie Road AB31 4JT', 'Carmelite Street Banff AB45 1GF', 'A939 Corgarff AB36 8YL', 'sports club', 'March Road Buckie AB56 1ER', 'Seafield Circle Buckie AB56 5AD', 'Bridgend of Glenlivet Ballindalloch', '10', 'dance studio'}","{'Braemar', 'Bog Road, AB31 4JU', 'Garden Wood, Inchmarlo', 'Fairground', 'Kingsford Road, Alford, AB33 8HH', 'Bridgend of Glenlivet, Ballindalloch, AB37 9BX', 'Bog Road', 'North Lane, Archiestown', 'Gordon Crescent, AB34 5HJ', 'Carmelite Street, Banff, AB45 1GF', 'March Road, Buckie, AB56 1ER', 'A939, Corgarff, AB36 8YL', 'Beltie Road, AB31 4JT', 'Bridgend of Glenlivet, Ballindalloch', 'Dee Street, Banchory', 'North Lane, Archiestown, AB38 7QL', 'Kingsford Road', 'East Cathcart Street', 'East Park, Inchmarlo', 'Mill Road, Insch', 'Rannes Street', 'Seafield Circle, Buckie', 'Craigour Road, Torphins', 'Carmelite Street, Banff', 'Seafield Circle, Buckie, AB56 5AD'}",2338
73,18,4,14,5,1,1,0,1,"{'1 Pitfour', '296A Strathmore', 'Findcastle Street', 'Street Dundee', 'community center', 'Fort Street Dundee', '541 South Road Dundee', 'Road Dundee', 'Street', '6 Lownie Road Forfar', 'Logie Street', 'Glamis Road Dundee DD2 2UB', 'hospital', 'Adelaide Place', '484 Perth Road', 'regular walking route', 'Findcastle Street Dundee', 'Discovery Quay Dundee', '28 Railton Gardens Arbroath', 'Dundee', 'dialysis center', 'Way', '16 Cleghorn Street Dundee'}","{'Minto Place', 'Discovery Quay', '28 Railton Gardens', 'Findcastle Street', 'Adelaide Place', '484 Perth Road', 'Dock Street', 'Herod Hill Brae', '1 Pitfour St', '6 Lownie Road', '541 South Road', '16 Cleghorn Street', 'Dundee Road', 'Glamis Road', 'Logie Street', '296A Strathmore Ave', 'Fort Street'}",2454
74,20,4,16,6,2,2,0,1,"{'Road', '15 Milne Gardens Crail', 'volunteer organization', 'program', 'the', 'shopping mall', 'gym', '1', '75 Nethergate Crail KY10 3TX', 'Home', 'Limekilns Road Dunfermline', 'college', 'Lochies Road Burntisland', 'Seaforth Place', '15 Woodside Avenue Rosyth', 'Dunnikier Park Kirkcaldy KY1 3LP', '30 Selvage Place Rosyth', '26 Bolam Drive Burntisland KY3 9HP', '3', 'summer camp', '3 Seals Craig View Burntisland', 'Seaforth Place Burntisland KY3 9AX', '32 Caledonia Court Rosyth', 'movie theater', 'Road Rosyth KY11', 'Rosyth'}","{'Fairykirk Road, Rosyth', '7 Pitreavie Court, Dunfermline', 'Burntisland Road, Kinghorn', 'Seaforth Place', 'Dunnikier Park, Kirkcaldy, KY1 3LP', '16 Burney Place, Rosyth', '15 Woodside Avenue, Rosyth', 'Seaforth Place, Burntisland, KY3 9AX', 'amusement park near Lochies Road, Burntisland', 'residential address in Rosyth', '28 Fairykirk Road, Rosyth, KY11 2QQ', 'amusement park', 'shopping mall', '15 Milne Gardens, Crail', 'Limekilns Road, Dunfermline', 'gym area', 'North Street, Glenrothes', '30 Selvage Place, Rosyth', 'college', '3 South Feus, Upper Largo', '16 Oxcars Avenue, Burntisland', 'summer camp', 'amusement park located near 26 Bolam Drive, Burntisland, KY3 9HP', '32 Caledonia Court, Rosyth', '3 Seals Craig View, Burntisland', '75 Nethergate, Crail, KY10 3TX', 'North Street', '16 Oxcars Avenue, Burntisland, KY3 0AY', '28 Fairykirk Road, Rosyth'}",2458
75,3,1,2,1,5,4,1,1,"{'job', 'Crossgatehead Road Brightons', 'playground', '35 Kerse Road Grangemouth'}","{'Crossgatehead Road, Brightons', '1 Garrison Place, Falkirk', 'Brightons', 'roadhouse', 'urban area', '35 Kerse Road, Grangemouth', 'playground', 'Edward Street 1 CB30SZ', 'Park Avenue'}",2470
76,34,3,31,1,3,3,0,1,"{'3 Kingsford', 'community center', 'Beltie Road', 'Rannes Street Insch', 'North Lane Archiestown AB38 7QL', 'Bog Road', 'Seafield Circle Buckie', 'Mill Road Insch', 'Carmelite Street Banff', 'Beltie Road AB31 4JT', '3 Kingsford Road Alford', 'A939 Corgarff AB36 8YL', 'Mar', 'adult day care', 'school events', 'library', 'Dee Street', 'Bog Road AB31 4JU', 'Road', 'Bridgend of Glenlivet Ballindalloch AB37 9BX', 'AB31', 'A939 Corgarff', 'Gordon Crescent AB34 5HJ', 'of', 'nursing home', 'Dee Street Banchory', 'Mar Road Braemar', 'Craigour Road Torphins', 'school', '10 Garden Wood Inchmarlo', 'Rannes Street', 'pharmacy', '3', 'North Lane Archiestown', 'Bridgend of Glenlivet Ballindalloch'}","{'Golden Knowes Road, Aberdeenshire, AB45 2JE', 'Bog Road, AB31 4JU', 'school bus stop near 3 Kingsford', 'locker room of her local library', 'Carmelite Street, Banff', 'Banff', '3 Kingsford Road', 'Beltie Road', 'disused building on Dee Street, Banchory', 'Bridgend of Glenlivet, Ballindalloch, AB37 9BX', 'sewers near North Lane, Archiestown', '10 Garden Wood, Inchmarlo', 'Gordon Crescent, AB34 5HJ', 'community center on Beltie Road', 'closet', 'public sewer area', 'home', 'Beltie Road, AB31 4JT', 'Rannes Street, Insch', 'Bridgend of Glenlivet, Ballindalloch', 'nursing home at 10 Garden Wood, Inchmarlo', 'Archiestown', 'Dee Street, Banchory', 'North Lane, Archiestown, AB38 7QL', 'foreign country', 'Mill Road, Insch', 'locker room near North Lane, Archiestown, AB38 7QL', 'Mar Road, Braemar', 'Rannes Street', 'community center nearby', 'pharmacy', 'locker room at a local nursing home', 'school bus stop', 'Kingsford Road, Alford', 'Mill Road', 'home closet', 'sewer on A939, Corgarff, AB36 8YL', 'Craigour Road, Torphins', 'A939, Corgarff', 'Seafield Circle, Buckie'}",2516
77,20,5,15,6,15,15,0,1,"{'Road', 'volunteer work', '32 Marmion Road EH39 4NZ', 'Elizabeth Drive Bathgate', '166 Fountainbridge Edinburgh', '5', 'Mid', '22', '50 Lothian Road', 'Place', 'Olive Bank Road Musselburgh', 'medical clinic', '18 Queen Anne Drive Edinburgh EH28 8PL', '5 New Street Edinburgh', '22 Northumberland Street South West Lane', 'pharmacy', 'Village Green Road Stenton', '1 Constitution Place', '111 Glasgow Road', 'Edinburgh', '66 Mount Vernon Road', '2', '6', 'school events', 'dialysis center', 'Road Edinburgh'}","{'1a Beech Grove, Livingston', 'Whitehill Street, Musselburgh', 'cave', 'resort', 'midnight', 'Dirleton Road', '22 Northumberland Street South West Lane', '111 Glasgow Road', 'resort near the beach', '66 Mount Vernon Road', 'home', 'local resort', 'playground', 'locker room area', '13 Browns Place, East Linton', 'Elizabeth Drive, Bathgate', 'East Mains, Ormiston', '19 West Port, Dunbar', 'old cave by the coast', '32 Marmion Road, EH39 4NZ', 'beach', '166 Fountainbridge, Edinburgh', 'Dirleton Road, Edinburgh', 'Mid Road, Prestonpans', '50 Lothian Road', '55 Easter Langside Crescent, Dalkeith', '18 Queen Anne Drive, Edinburgh', 'Village Green Road, Stenton', 'East Linton', 'boarding school', '1 Constitution Place', 'locker room', 'Olive Bank Road, Musselburgh', '5 New Street'}",2528
78,21,3,18,1,6,6,0,1,"{'Road', 'Shore Street Inverness', 'Seafield Road Inverness', 'Longman Road', 'Coxton Park Elgin', '16 Forbes Road Forres', 'of', 'Home', 'Seafield Road Inverness IV1 1SG', '25 Southside Road', 'Coxton Park Elgin IV30 8AZ', 'Ord Drive Muir of Ord IV6 7UH', '35 Cranmore Drive Inverness', 'Drive', 'Road Inverness', 'sports club', 'Smith Drive', 'movie theater', 'arcade', 'Inverness', 'library', 'Sir Walter Scott Drive Inverness IV2 6BZ'}","{'Ord Drive, Muir of Ord, IV6 7UH', 'Cranmore Drive, Inverness', 'Forbes Road, Forres', 'Longman Road', 'cemetery', 'cemetery off Smith Drive', 'Longman Drive', 'Rosedene Court', 'arcades', 'field adjacent to the wilderness area', 'nearby movie theater', 'Black Isle Road, Muir of Ord', 'Coxton Park, Elgin, IV30 8AZ', 'library', '35 Cranmore Drive, Inverness', '16 Forbes Road, Forres', 'Sir Walter Scott Drive, Inverness, IV2 6BZ', 'arcade near 35 Cranmore Drive, Inverness', 'field adjacent to Coxton Park, Elgin', 'Shore Street, Inverness', 'Coxton Park, Elgin', 'school', 'field adjacent to Shore Street, Inverness', 'Seafield Road, Inverness, IV1 1SG', 'field near 16 Forbes Road, Forres', 'sports club', 'wilderness area near the cemetery', 'Seafield Road, Inverness'}",2641
79,11,3,8,0,10,10,0,1,"{'10 Garden Wood Inchmarlo', 'Gordon Crescent', 'Carmelite Street Banff', 'Gordon Crescent AB34 5HJ', 'Home', 'nursing home', 'Mar Road Braemar', '10 Garden Wood', 'park', '10 Garden Wood Inchmarlo AB31 4AW', 'grocery store'}","{'Braemar, AB35 5YN', 'Garden Wood, Inchmarlo', 'grocery store parking lot', 'Mar Road, Braemar, AB35 5YN', 'March Road, Buckie', 'Aberdeenshire', 'nearby', 'AB31 4AW', 'church', 'Highlands', 'Gordon Crescent, AB34 5HJ', '10 Garden Wood, Inchmarlo, AB31 4AW', 'parking lot on Gordon Crescent, Aberdeenshire', 'A939', 'March Road, Braemar, AB35 5YN', 'parking lot', 'ferry', 'North Road', 'Home', 'nursing home', 'AB34 5HJ', 'Gordon Crescent, Aberdeenshire', 'friend’s house', 'AB35 5YN', 'park', 'Buckie', 'Carmelite Street, Banff', 'Inchmarlo'}",2667
80,4,2,2,0,1,1,0,1,"{'55 Diana Avenue Glasgow G13 3JW', 'Hall Road Rhu', 'playground', 'arcade'}","{'55 Diana Avenue, Glasgow, G13 3JW', 'Rhu', 'Hall Road, Rhu', 'playground', 'arcade', 'Glasgow', 'school'}",2674
81,21,1,20,11,3,3,0,1,"{'dog park', 'Dumbarton Road', 'West Bridge Street Falkirk', 'FK2', 'Dunhalin Rumford', 'Well Place Dunblane', 'Dunhalin Rumford FK2 0SE', '33 Spittal Street FK8 1DU', 'Nicolton Avenue FK2 0TP', 'Haypark Road Denny FK6 5JZ', 'Blackston Road Avonbridge FK1 2NB', '14 The Meadows Stirling FK9 5AE', '43 Union Road', 'Park Avenue', 'lunch meeting', '14 The Meadows Stirling', 'Road', 'Dumbarton Road FK8 2QL', 'Kirk', '12 Fountain Road Bridge of Allan', 'Blackston Road Avonbridge', 'Street', 'of', 'running group', '43 Union Road FK1 4PG', 'Ercall Road Brightons FK2 0RJ', '12 Fountain Road Bridge of Allan FK9 4ET', 'Burns Crescent FK2 9LJ', 'Well Place Dunblane FK15 9BQ', 'Kirk Entry', 'regular bar', 'childcare facility'}","{'', 'Denny', 'FK9 4ET', 'FK1 4PG', 'FK1 2NB', 'FK2 0RJ', 'FK2 9LJ', 'Bridge of Allan', 'FK9 5AE', 'Dumbarton Road', 'FK6 5JZ', 'FK3 8UZ', ""Earl's Road"", 'FK2 0SE', 'orchard', 'Dunblane', 'FK8 2QL', 'Well Place'}",2681
82,12,3,9,1,13,12,1,1,"{'312 Greengairs Road Greengairs', 'Turret Crescent G13 2HG', 'evening classes', '312 Greengairs Road', 'Belsyde Avenue Glasgow G15 6AR', 'Turret Crescent', '312 Greengairs Road Greengairs ML6 7TQ', 'Home', 'regular bar', 'Glasgow', 'Belsyde Avenue Glasgow', 'Belsyde Avenue', 'evening'}","{'boat for a private excursion', '', 'forest', 'forest near a train station', 'Belsyde Avenue, Glasgow, G15 6AR', 'evening walk', 'attic', 'underground bunker', 'evening walk around Belsyde Avenue, Glasgow, G15 6AR', 'boat for a short recreational purposes', 'boat moored at Turret Crescent, G13 2HG', 'underground bunker near Turret Crescent, G13 2HG', 'Rosyth, KY11 2LX', 'evening classes', 'evening classes at Turret Crescent, G13 2HG', 'Glasgow', 'Turret Crescent, G13 2HG', 'school', '312 Greengairs Road, Greengairs, ML6 7TQ', 'regular bar located close to Belsyde Avenue, Glasgow', 'hiking trip', 'train station, Belsyde Avenue, Glasgow, G15 6AR', 'regular bar', 'underground bunker near Belsyde Avenue, Glasgow', 'boat', 'train station', 'hiking trip with his grandfather'}",2686
83,8,0,8,5,3,3,0,1,"{'Roy Bridge Road Spean Bridge PH34 4EU', 'Balavil Brae Newtonmore', 'workplace', 'regular restaurant', 'regular commute', 'Grampian Road Aviemore PH22 1PX', 'North Bank Dykes Errol PH2 7QQ', 'Perth', 'Saint', 'Riggs Road Perth PH1 1PR', 'Strathview Gardens Pitlochry PH16 5QR', 'daycare', 'regular'}","{'Muirhall Road, Perth', ""Saint Mary's Road, Birnam"", 'Balavil Brae, Newtonmore', 'Roy Bridge Road, Spean Bridge, PH34 4EU', 'North Bank Dykes, Errol, PH2 7QQ', 'Grampian Road, Aviemore, PH22 1PX', 'Riggs Road, Perth, PH1 1PR', 'Strathview Gardens, Pitlochry, PH16 5QR', 'ski resort', 'ski resort café', 'school'}",2738
84,18,0,18,10,2,2,0,1,"{'Road', 'Crow Road', 'cafe', 'volunteer organization', 'Block 1 Acre Road Glasgow', 'Crow Road Glasgow', 'Road Glasgow G13', 'university', 'Stirling Road Dumbarton', 'Turret Crescent', 'Home', 'Archerhill Road', 'Fulton Road', 'skate park', 'job', 'Glasgow', 'Crow Road Glasgow G66 7GX', 'house', 'friends', 'Stirling Road Dumbarton G82 3RG', 'Road Glasgow', 'Truce Road Glasgow G13 3JB', '85 Bassett Avenue Glasgow', 'sports club', '6', 'Fulton Road G62 8PG', 'park', 'G13'}","{'amusement park', 'barn', 'amusement park near their neighborhood', '85 Bassett Avenue', 'Block 1 Acre Road, Glasgow', 'Acre Road', 'barn on Turret Crescent', 'barn on Stirling Road, Dumbarton', 'school'}",2817
85,22,2,20,9,0,0,0,1,"{'music', 'Road', 'Kings Cairn', 'program', '32 Alva Street Edinburgh', 'Easter Shawfair Dalkeith', 'East Mains', '50 Lothian Road Edinburgh', '6 Market Street Edinburgh', 'music lessons', 'college', 'Livingston', 'youth center', '22 Fernbank', 'tutoring center', 'Rose Street Edinburgh EH2 2NN', 'Golf Course Road Livingston', 'St', 'The', 'East', 'Dean Road', 'Dalkeith', 'Edinburgh', 'Princes Street Edinburgh EH2 2ER', 'playground', '5 Pheasant Walk North Berwick', '30 East Pier Street EH51 9AA', 'East Mains Ormiston EH35 5NG', 'Torphichen Street Edinburgh', '72 Whitecraig Avenue Whitecraig', 'Wester Millerhill Dalkeith EH22 1RY'}","{'Wester Millerhill, Dalkeith, EH22 1RY', 'East Mains, Ormiston, EH35 5NG', '6 Market Street, Edinburgh', '24-28 Torphichen Street, Edinburgh', '5 Pheasant Walk, North Berwick', '60-84 Rose Street, Edinburgh, EH2 2NN', 'East Pier Street, EH51 9AA', 'South Groathill Avenue, Edinburgh', '32 Alva Street, Edinburgh', 'Golf Course Road, Livingston', '50 Lothian Road, Edinburgh', 'Kings Cairn', '91,93 Princes Street, Edinburgh, EH2 2ER', '50 Lothian Road', ""Dean Road, Bo'ness"", '22 Fernbank', '72 Whitecraig Avenue, Whitecraig', '42 South Oswald Road, Edinburgh', 'Easter Shawfair, Dalkeith'}",2854
86,44,10,34,6,5,4,1,1,"{'Car', 'volunteer work', 'Crescent Rosyth', '53 Newton Crescent Rosyth', 'Place Rosyth', 'neighborhood cafe', '1', 'Crail', 'church', 'Limekilns Road Dunfermline', 'The Temple Lower Largo', '9 Lowry Place Rosyth', '28 Castle Street Crail', '30 Selvage Place Rosyth', '1 Kerr Court Burntisland', '9', 'North Street Glenrothes KY7 5LT', 'mosque', '57', 'physical therapy clinic', 'assisted living facility', '3 Seals Craig View Burntisland', 'book club', 'Rosyth KY11', 'adult day care', 'Burntisland', 'Rosyth', '28 Fairykirk Road Rosyth', 'Alexander Place Rosyth', 'Carnegie Avenue Dunfermline', '28', 'Road', '26 Leslie Road Rosyth', 'nursing home', 'Pitreavie Drive Dunfermline KY11 8UH', 'Kinghorn Road Burntisland KY3 9LL', '34 Kirkton Drive Burntisland', 'school', '12 Selvage Street Rosyth', 'Abbey Park Avenue St Andrews', 'Castlandhill Road Rosyth', '75 Nethergate', 'regular walking route', '38 Backmarch Crescent Rosyth', 'Hawkcraig Road Aberdour', '66 Kirkbank Road Burntisland', '32 Caledonia Court Rosyth', '2', '10 Rumford Crail', 'park'}","{""57 King's Road, Rosyth"", 'Hawkcraig Road, Aberdour', 'community center', 'Lammerlaws, Burntisland', 'alleyway near family-related home', '28 Fairykirk Road, Rosyth', 'neighborhood cafe', '9 Lowry Place, Rosyth', 'Castle Street, Crail', '53 Newton Crescent, Rosyth', 'West Green, Crail', 'church', 'Wood Road, Rosyth', 'North Street, Glenrothes, KY7 5LT', 'family-related property', 'Carnegie Avenue, Dunfermline', 'Wood Road, Rosyth, KY11 2EA', 'mosque', 'physical therapy clinic', 'alleyway near Kinghorn Road, Burntisland, KY3 9LL', '1 Collinswell Drive, Burntisland', 'adult day care', '39-42 Alexander Place, Rosyth', '26 Leslie Road, Rosyth', 'Abbey Park Avenue, St Andrews', 'Burntisland', '3 Elder Place, Rosyth', '1 Newton Place, Rosyth, KY11 2LX', '38 Backmarch Crescent, Rosyth', '34 Kirkton Drive, Burntisland', '5 Seamill Gardens', 'Pitreavie Drive, Dunfermline, KY11 8UH', 'alleyway near family-related property', 'alleyway', 'Kinghorn Road, Burntisland, KY3 9LL', '28 Castle Street, Crail', '66 Kirkbank Road, Burntisland', 'mental health clinic', 'Limekilns Road, Dunfermline', '30 Selvage Place, Rosyth', 'nursing home', 'Castlandhill Road, Rosyth', 'school', 'family-related home', 'nearby church', '12 Selvage Street, Rosyth', '75 Nethergate', '6-9 West Green, Crail', '32 Caledonia Court, Rosyth', '3 Seals Craig View, Burntisland', '39;41;43 The Temple, Lower Largo', 'park', '1 Kerr Court, Burntisland', '1 Grange House Gardens, Burntisland'}",2910
87,22,0,22,7,5,5,0,1,"{'Road', 'volunteer organization', 'extracurricular activities', '36 Parkgate Rosyth', '24 Car Craig View Burntisland KY3 0DS', '71', '53 Newton Crescent Rosyth', 'gym', '5', 'Castlandhill Road Rosyth KY11 2PZ', 'Seaforth Place Burntisland', 'music lessons', '47 Geds Mill Close Burntisland KY3 0BF', 'Dunfermline', '6 Kirkton Gardens Burntisland', '8 Bowling Green Place Crail KY10 3TG', 'skate park', 'study group', '23', 'Leargan Leven', 'Close', 'Gardens', '4 Hillwood Terrace Rosyth', '35 Fowler Street Cellardyke', 'playground', 'Burntisland', 'Ladybank Road Pitlessie KY15 7SP', 'Leargan Leven KY8 5BJ', 'Rosyth'}","{'2-33 Calum Macdonald Court', 'Fyne Brae', 'playground near 11 Lorimer Gardens, Dunfermline', '53 Newton Crescent, Rosyth', ""23 Tod's Green, Crail"", 'Ladybank Road, Pitlessie, KY15 7SP', '23 Largo Road, St Andrews, KY16 8NH', '4 Hillwood Terrace, Rosyth', ""71 King's Crescent, Rosyth"", 'Castlandhill Road, Rosyth, KY11 2PZ', 'St Andrews', '24 Car Craig View, Burntisland, KY3 0DS', '47 Geds Mill Close, Burntisland, KY3 0BF', '2 Dollar Road, Burntisland', '36 Parkgate, Rosyth', 'Edward Street 1 CB30SZ', '8 Bowling Green Place, Crail, KY10 3TG', 'Seaforth Place, Burntisland', 'school', '35 Fowler Street, Cellardyke', 'closet near border', 'Leargan, Leven, KY8 5BJ', '11 Lorimer Gardens, Dunfermline', '6 Kirkton Gardens, Burntisland'}",2915
88,2,0,2,0,2,2,0,1,"{'16 Cleghorn Street Dundee', '19 Dalgleish Street Tayport'}","{'19 Dalgleish Street, Tayport', 'restaurant', 'Cleghorn Street, Dundee', 'roadhouse', 'Tayport', 'Dundee', '16 Cleghorn Street, Dundee'}",2916
