,potential_positive,positive,partial,missing,insert_all,insert_but_in_text,insert_hallucination,try_count,truth_set,summ_set,misperid
75,2,0,2,2,5,3,2,1,"{'job', 'Crossgatehead Road Brightons', '35 Kerse Road Grangemouth', 'playground'}","{'Park Avenue', 'Edward Street 1 CB30SZ', 'Crossgatehead Road, Brightons', '35 Kerse Road, Grangemouth', 'Brightons', '1 Garrison Place, Falkirk', 'urban area, roadhouse', 'urban area'}",2470
76,34,8,26,1,3,3,0,1,"{'Bog Road AB31 4JU', 'Dee Street Banchory', 'Mar Road Braemar', 'Seafield Circle Buckie', 'Dee Street', 'Rannes Street Insch', 'Beltie Road', 'Bog Road', 'of', 'community center', '10 Garden Wood Inchmarlo', 'North Lane Archiestown', 'Gordon Crescent AB34 5HJ', '3', 'nursing home', 'school events', 'A939 Corgarff', 'Rannes Street', 'Carmelite Street Banff', 'Craigour Road Torphins', 'school', 'Road', 'Mar', 'Bridgend of Glenlivet Ballindalloch AB37 9BX', 'Mill Road Insch', 'pharmacy', 'Beltie Road AB31 4JT', 'AB31', 'A939 Corgarff AB36 8YL', '3 Kingsford', 'adult day care', 'library', 'North Lane Archiestown AB38 7QL', 'Bridgend of Glenlivet Ballindalloch', '3 Kingsford Road Alford'}","{'sewers near North Lane, Archiestown', 'Beltie Road, AB31 4JT', 'sewers by Mill Road, Insch', 'Banff', 'Mar Road, Braemar', 'Archiestown', 'North Road, Insch', 'Beltie Road', 'Bog Road', '3 Kingsford Road, Alford', 'Dee Street, Banchory', 'school bus stop', 'North Lane, Archiestown', 'sewer on A939, Corgarff', 'Carmelite Street, Banff', 'Gordon Crescent, AB34 5HJ', '10 Garden Wood, Inchmarlo', 'public sewer area', 'Mill Road, Insch', 'community center', 'A939, Corgarff', 'locker room', 'Bog Road, AB31 4JU', 'Bridgend of Glenlivet, Ballindalloch', 'nursing home', 'Golden Knowes Road, Aberdeenshire', 'Rannes Street', 'closet', 'school', 'Kingsford Road, Alford', 'pharmacy', 'Seafield Circle, Buckie', 'Craigour Road, Torphins', 'Mill Road', 'library'}",2516
77,20,5,15,6,14,14,0,1,"{'6', 'Village Green Road Stenton', 'Edinburgh', '166 Fountainbridge Edinburgh', 'volunteer work', 'Mid', 'school events', 'medical clinic', 'dialysis center', '5 New Street Edinburgh', 'Road', '22 Northumberland Street South West Lane', 'Elizabeth Drive Bathgate', '66 Mount Vernon Road', '18 Queen Anne Drive Edinburgh EH28 8PL', '50 Lothian Road', 'pharmacy', '2', 'Place', '111 Glasgow Road', '32 Marmion Road EH39 4NZ', '1 Constitution Place', 'Olive Bank Road Musselburgh', 'Road Edinburgh', '22', '5'}","{'locker room area', 'East Linton', '32 Marmion Road, EH39 4NZ', 'old cave', 'boarding school reunion', 'home', 'Village Green Road, Stenton', 'beach', 'Dirleton Road', '66 Mount Vernon Road', 'Whitehill Street, Musselburgh', '50 Lothian Road', 'Dirleton Road, Edinburgh', '13 Browns Place, East Linton', '111 Glasgow Road', '55 Easter Langside Crescent, Dalkeith', 'boarding school', 'Elizabeth Drive, Bathgate', '1a Beech Grove, Livingston', 'playground', '166 Fountainbridge, Edinburgh', 'local resort', 'locker room', 'Mid Road, Prestonpans', 'Olive Bank Road, Musselburgh', 'resort near the beach', '18 Queen Anne Drive, Edinburgh', '22 Northumberland Street South West Lane', 'East Mains, Ormiston', 'resort', '19 West Port, Dunbar', '1 Constitution Place', '5 New Street', 'cave'}",2528
78,21,3,18,1,7,7,0,1,"{'Seafield Road Inverness IV1 1SG', 'Drive', 'Longman Road', 'Inverness', '16 Forbes Road Forres', 'Sir Walter Scott Drive Inverness IV2 6BZ', 'Ord Drive Muir of Ord IV6 7UH', 'Road Inverness', '35 Cranmore Drive Inverness', 'Road', 'Home', 'Smith Drive', 'movie theater', 'Shore Street Inverness', 'Seafield Road Inverness', 'arcade', 'Coxton Park Elgin IV30 8AZ', 'sports club', 'library', 'of', '25 Southside Road', 'Coxton Park Elgin'}","{'Longman Road', 'Coxton Park, Elgin', 'Holly Reed', '16 Forbes Road, Forres', 'Cranmore Drive, Inverness', 'field near 16 Forbes Road, Forres', 'Muir of Ord, IV6 7UH', 'field adjacent to Coxton Park, Elgin', 'Seafield Road, Inverness, IV1 1SG', 'field adjacent to the wilderness area', 'nearby movie theater', 'Black Isle Road, Muir of Ord', 'arcade near 35 Cranmore Drive, Inverness', 'Rosedene Court', 'Shore Street, Inverness', 'Forbes Road, Forres', 'nearby cemetery', 'school', 'cemetery', 'Ord Drive, Muir of Ord, IV6 7UH', 'Seafield Road, Inverness', 'cemetery off Smith Drive', 'Coxton Park, Elgin, IV30 8AZ', 'Sir Walter Scott Drive, Inverness, IV2 6BZ', 'Longman Drive', 'sports club', 'field adjacent to Shore Street, Inverness', 'library', '35 Cranmore Drive, Inverness', 'wilderness area near the cemetery'}",2641
79,11,3,8,0,9,9,0,1,"{'10 Garden Wood Inchmarlo', '10 Garden Wood', 'Gordon Crescent AB34 5HJ', 'nursing home', 'Mar Road Braemar', 'Carmelite Street Banff', 'grocery store', '10 Garden Wood Inchmarlo AB31 4AW', 'park', 'Home', 'Gordon Crescent'}","{'', 'March Road, Braemar, AB35 5YN', 'church', 'March Road, Buckie', 'church lot', 'Home', 'church locations', 'Carmelite Street, Banff', 'parking lot', 'Gordon Crescent, Aberdeenshire', 'Gordon Crescent, AB34 5HJ', 'park', '10 Garden Wood, Inchmarlo, AB31 4AW', ""friend's house at 10 Garden Wood, Inchmarlo, AB31 4AW"", 'Mar Road, Braemar, AB35 5YN', 'nursing home', ""friend's house"", 'grocery store parking lot', 'North Road', 'ferry', 'friend’s house', 'nearby'}",2667
80,4,2,2,0,1,1,0,1,"{'arcade', 'playground', 'Hall Road Rhu', '55 Diana Avenue Glasgow G13 3JW'}","{'55 Diana Avenue, Glasgow, G13 3JW', 'Rhu', 'Glasgow', 'school', 'arcade', 'playground', 'Hall Road, Rhu'}",2674
81,19,1,18,13,3,3,0,1,"{'Nicolton Avenue FK2 0TP', 'Ercall Road Brightons FK2 0RJ', 'Well Place Dunblane', 'Burns Crescent FK2 9LJ', 'Kirk Entry', 'Street', 'Park Avenue', 'running group', '43 Union Road FK1 4PG', '14 The Meadows Stirling FK9 5AE', 'Haypark Road Denny FK6 5JZ', 'Dunhalin Rumford', 'lunch meeting', 'Dumbarton Road', 'regular bar', 'West Bridge Street Falkirk', '43 Union Road', 'Dunhalin Rumford FK2 0SE', '33 Spittal Street FK8 1DU', '12 Fountain Road Bridge of Allan FK9 4ET', 'Road', 'Kirk', '14 The Meadows Stirling', 'childcare facility', 'Well Place Dunblane FK15 9BQ', 'Dumbarton Road FK8 2QL', 'Blackston Road Avonbridge FK1 2NB', 'Blackston Road Avonbridge', 'dog park', 'FK2', 'of', '12 Fountain Road Bridge of Allan'}","{'Spittal Street', 'orchard', 'Burns Crescent', 'dock', 'Haypark Road', 'Well Place', ""Earl's Road"", 'Dumbarton Road', '14 The Meadows', 'Grangemouth'}",2681
82,10,2,8,3,9,8,1,1,"{'312 Greengairs Road Greengairs ML6 7TQ', '312 Greengairs Road', 'Turret Crescent', 'Turret Crescent G13 2HG', 'Belsyde Avenue Glasgow G15 6AR', 'Glasgow', 'evening', 'regular bar', 'Belsyde Avenue', 'Belsyde Avenue Glasgow', 'evening classes', 'Home', '312 Greengairs Road Greengairs'}","{'Edinburgh', 'train station', 'underground bunker, near Belsyde Avenue, Glasgow', 'underground bunker', '312 Greengairs Road, Greengairs, ML6 7TQ', 'Turret Crescent, G13 2HG', 'regular bar, near Belsyde Avenue, Glasgow', 'attic', 'Glasgow', 'regular bar', 'regular bar, near Turret Crescent, G13 2HG', 'boat, Turret Crescent, G13 2HG', 'boat, 312 Greengairs Road, Greengairs, ML6 7TQ', 'school', 'boat', 'train station, Belsyde Avenue, Glasgow, G15 6AR', 'Belsyde Avenue, Glasgow, G15 6AR', 'underground bunker, near Turret Crescent, G13 2HG', 'Rosyth, KY11 2LX', 'forest, near train station', 'forest'}",2686
83,8,0,8,5,3,3,0,1,"{'Roy Bridge Road Spean Bridge PH34 4EU', 'Riggs Road Perth PH1 1PR', 'North Bank Dykes Errol PH2 7QQ', 'Perth', 'regular restaurant', 'regular commute', 'regular', 'workplace', 'Grampian Road Aviemore PH22 1PX', 'Balavil Brae Newtonmore', 'Strathview Gardens Pitlochry PH16 5QR', 'daycare', 'Saint'}","{'Balavil Brae, Newtonmore', 'Strathview Gardens, Pitlochry, PH16 5QR', 'Riggs Road, Perth, PH1 1PR', 'North Bank Dykes, Errol, PH2 7QQ', 'Muirhall Road, Perth', 'ski resort', 'ski resort café', 'school', 'Roy Bridge Road, Spean Bridge, PH34 4EU', ""Saint Mary's Road, Birnam"", 'Grampian Road, Aviemore, PH22 1PX'}",2738
84,23,7,16,5,15,14,1,1,"{'6', 'university', 'Archerhill Road', 'Road Glasgow G13', 'Road Glasgow', 'friends', 'cafe', 'house', 'Crow Road Glasgow G66 7GX', 'Crow Road Glasgow', 'Truce Road Glasgow G13 3JB', 'Road', 'volunteer organization', '85 Bassett Avenue Glasgow', 'Home', 'Stirling Road Dumbarton', 'Turret Crescent', 'Fulton Road', 'skate park', 'Glasgow', 'Crow Road', 'G13', 'park', 'Stirling Road Dumbarton G82 3RG', 'Block 1 Acre Road Glasgow', 'sports club', 'job', 'Fulton Road G62 8PG'}","{'barn on Stirling Road, Dumbarton', '85 Bassett Avenue', 'river by Stirling Road, Dumbarton', 'barn', '21 Rampart Avenue, Glasgow', 'favored café', 'sports club', 'nearby skate park', ""relative's house"", 'prison', 'different location', ""foster mother's home"", 'previous sports club', 'Crow Road, Glasgow', 'Castlecary Road', 'river', 'new partner', 'Turret Crescent', '63-65 Truce Road, Glasgow', 'local amusement park', 'Glasgow', 'riverbanks adjacent to Crow Road', 'mental health facility', 'friend', 'cafe near the river', 'Mohammad Patel', 'university', 'remote area on Castlecary Road', 'nearby address', 'cafe', 'school', 'amusement park', 'Crow Road river', 'Stirling Road, Dumbarton', 'Castlecary', 'Block 1 Acre Road, Glasgow', 'Fulton Road', 'friend’s house', ""friend's barn"", 'bus stop near Fulton Road', 'Crow Road', 'Acre Road', 'nearby barn', 'peers'}",2817
85,27,7,20,4,13,13,0,1,"{'Edinburgh', '50 Lothian Road Edinburgh', 'Princes Street Edinburgh EH2 2ER', 'college', 'Torphichen Street Edinburgh', '72 Whitecraig Avenue Whitecraig', 'The', 'East Mains Ormiston EH35 5NG', 'Dalkeith', '30 East Pier Street EH51 9AA', 'tutoring center', '6 Market Street Edinburgh', 'East', 'Golf Course Road Livingston', 'Road', '32 Alva Street Edinburgh', 'music', 'program', 'music lessons', 'Wester Millerhill Dalkeith EH22 1RY', 'East Mains', 'Easter Shawfair Dalkeith', 'Dean Road', '22 Fernbank', 'Rose Street Edinburgh EH2 2NN', 'Kings Cairn', 'playground', 'Livingston', 'youth center', 'St', '5 Pheasant Walk North Berwick'}","{'24-28 Torphichen Street, Edinburgh', 'motel near 5 Pheasant Walk, North Berwick', 'youth center abroad', 'Easter Shawfair, Dalkeith', 'military base', 'college', '32 Alva Street, Edinburgh', 'cemetery near 24-28 Torphichen Street, Edinburgh', 'safe house in a foreign country', ""guest's room"", '50 Lothian Road', 'college nearby', 'music lessons', 'safe house', 'East Pier Street, EH51 9AA', 'East Mains, Ormiston, EH35 5NG', 'East Mains', '22 Fernbank', 'parked cars', 'Wester Millerhill, Dalkeith, EH22 1RY', ""Dean Road, Bo'ness"", 'Kings Cairn', 'temporary shelter near Kings Cairn', 'parked cars for imaginary trips', '5 Pheasant Walk, North Berwick', '72 Whitecraig Avenue, Whitecraig', 'hotel', 'Golf Course Road, Livingston', '91,93 Princes Street, Edinburgh, EH2 2ER', 'hotel, Dalkeith', 'tutoring center', 'temporary refuge in a safe house', 'music lessons near a safe house', 'foreign country', '6 Market Street, Edinburgh', 'East Mains safe house', 'cemetery', 'vehicle-related concerns', 'vehicle-related incident', 'South Groathill Avenue, Edinburgh', '60-84 Rose Street, Edinburgh, EH2 2NN', '50 Lothian Road, Edinburgh', 'vehicle', 'vehicle stop near 50 Lothian Road, Edinburgh', '42 South Oswald Road, Edinburgh', 'youth center', 'safe house on 6 Market Street, Edinburgh'}",2854
86,43,9,34,7,4,4,0,1,"{'26 Leslie Road Rosyth', 'church', 'Rosyth KY11', 'Carnegie Avenue Dunfermline', '28 Castle Street Crail', '28', 'Place Rosyth', 'mosque', '3 Seals Craig View Burntisland', 'book club', '53 Newton Crescent Rosyth', 'Crail', '10 Rumford Crail', 'regular walking route', 'Limekilns Road Dunfermline', 'park', 'Burntisland', '57', '32 Caledonia Court Rosyth', '9', 'assisted living facility', 'volunteer work', '30 Selvage Place Rosyth', 'nursing home', '28 Fairykirk Road Rosyth', 'The Temple Lower Largo', 'neighborhood cafe', '38 Backmarch Crescent Rosyth', 'school', 'Road', 'Abbey Park Avenue St Andrews', '1 Kerr Court Burntisland', '75 Nethergate', 'Kinghorn Road Burntisland KY3 9LL', 'Car', '9 Lowry Place Rosyth', '2', 'Alexander Place Rosyth', '1', 'adult day care', 'Crescent Rosyth', 'physical therapy clinic', 'Castlandhill Road Rosyth', '66 Kirkbank Road Burntisland', 'North Street Glenrothes KY7 5LT', '12 Selvage Street Rosyth', 'Hawkcraig Road Aberdour', 'Pitreavie Drive Dunfermline KY11 8UH', '34 Kirkton Drive Burntisland', 'Rosyth'}","{'3 Seals Craig View, Burntisland', 'Lammerlaws, Burntisland', '28 Fairykirk Road, Rosyth', '10 Rumford, Crail', 'church', '30 Selvage Place, Rosyth', '32 Caledonia Court, Rosyth', '28 Castle Street, Crail', 'Hawkcraig Road, Aberdour', 'Castlandhill Road, Rosyth', 'mosque', '26 Leslie Road, Rosyth', '1 Newton Place, Rosyth', ""57 King's Road, Rosyth"", '1 Collinswell Drive, Burntisland', 'park', 'Burntisland', 'community center', '39-42 Alexander Place, Rosyth', '12 Selvage Street, Rosyth', 'North Street, Glenrothes', '1 Kerr Court, Burntisland', 'Abbey Park Avenue, St Andrews', 'Kinghorn Road, Burntisland', 'Pitreavie Drive, Dunfermline', '66 Kirkbank Road, Burntisland', '1 Grange House Gardens, Burntisland', 'Limekilns Road, Dunfermline', 'nursing home', '5 Seamill Gardens', '39;41;43 The Temple, Lower Largo', 'Castle Street, Crail', '38 Backmarch Crescent, Rosyth', 'neighborhood cafe', 'KY3 9LL', 'alleyway', '75 Nethergate', '34 Kirkton Drive, Burntisland', 'Carnegie Avenue, Dunfermline', '3 Elder Place, Rosyth', 'alleyways', '53 Newton Crescent, Rosyth', 'adult day care', 'Wood Road, Rosyth', 'physical therapy clinic', 'West Green, Crail', '9 Lowry Place, Rosyth', '6-9 West Green, Crail', 'nearby church'}",2910
87,22,1,21,7,3,3,0,1,"{'study group', 'gym', 'Gardens', '36 Parkgate Rosyth', '4 Hillwood Terrace Rosyth', '8 Bowling Green Place Crail KY10 3TG', 'extracurricular activities', 'Leargan Leven KY8 5BJ', '23', 'Castlandhill Road Rosyth KY11 2PZ', 'Road', 'volunteer organization', '6 Kirkton Gardens Burntisland', 'Leargan Leven', 'Seaforth Place Burntisland', '71', 'music lessons', 'Dunfermline', '35 Fowler Street Cellardyke', '53 Newton Crescent Rosyth', 'Close', '24 Car Craig View Burntisland KY3 0DS', 'Rosyth', 'playground', '5', '47 Geds Mill Close Burntisland KY3 0BF', 'Burntisland', 'skate park', 'Ladybank Road Pitlessie KY15 7SP'}","{'Ladybank Road, Pitlessie', 'Seaforth Place, Burntisland', '8 Bowling Green Place, Crail', 'playground near 11 Lorimer Gardens, Dunfermline', '47 Geds Mill Close, Burntisland', 'Castlandhill Road, Rosyth', '24 Car Craig View, Burntisland', '36 Parkgate, Rosyth', 'St Andrews', '4 Hillwood Terrace, Rosyth', '11 Lorimer Gardens, Dunfermline, KY12 0BJ', ""23 Tod's Green, Crail"", '23 Largo Road, St Andrews', '11 Lorimer Gardens, Dunfermline', 'Burntisland', 'Fyne Brae', '6 Kirkton Gardens, Burntisland', '2-33 Calum Macdonald Court', ""71 King's Crescent, Rosyth"", '35 Fowler Street, Cellardyke', 'Leargan, Leven', '2 Dollar Road, Burntisland', '53 Newton Crescent, Rosyth', 'Edward Street 1 CB30SZ'}",2915
88,2,0,2,0,2,2,0,1,"{'16 Cleghorn Street Dundee', '19 Dalgleish Street Tayport'}","{'Cleghorn Street, Dundee', '19 Dalgleish Street, Tayport', '16 Cleghorn Street, Dundee', 'roadhouse', 'Dundee', 'restaurant', 'Tayport'}",2916
89,19,0,19,12,0,0,0,1,"{'North Road Insch AB52 6XP', 'bingo hall', 'Gordon Crescent AB34 5HJ', 'Street', 'Bog Road AB31 4JU', '14 East Park Inchmarlo', '3', 'church', '37 North High Street', 'A939 Corgarff', 'Rannes Street', '37 North High Street AB45 2PA', 'Dee Street', 'Carmelite Street Banff', 'dialysis center', 'Craigour Road Torphins AB31 4UE', 'East', 'Road', 'Rannes Street Insch', 'North', 'Home', 'Bog Road', 'March Road Buckie AB56 1ER', 'Beltie Road AB31 4JT', '10 East Cathcart Street AB56 1PJ', 'North Road Insch', 'park', 'AB56', '10 East Cathcart Street', 'of', 'North Lane Archiestown'}","{'North Lane, Archiestown', 'North High Street, AB45 2PA', 'North Road, Insch'}",2923
90,15,1,14,5,5,5,0,1,"{'gym', 'Kinghorn Road Burntisland', '1 Crossroads Place Rosyth KY11 2LS', 'Carnegie Avenue Dunfermline', '1 Kerr Court Burntisland KY3 0JG', 'Lammerlaws Burntisland', 'book club', 'dentist', 'neighborhood association', '34 Pettycur Bay Kinghorn', 'Seaforth Place Burntisland KY3 9AX', 'lunch meeting', 'grocery store', '9 Kilcruik Road Kinghorn', 'Rosyth', '42 Mid Shore KY10 2NW', '16 Burney Place Rosyth KY11 2PN', 'hobby group', 'Burntisland', '15 Woodside Avenue Rosyth'}","{'Lochies Road, Burntisland', '16 Burney Place, Rosyth', 'Lammerlaws, Burntisland', '34 Pettycur Bay, Kinghorn', 'Seaforth Place, Burntisland', 'boating dock', 'train station', '32 Caledonia Court, Rosyth', '15 Woodside Avenue, Rosyth', ""grandfather's house"", '9 Kilcruik Road, Kinghorn', 'Kinghorn Road, Burntisland', '1 Kerr Court, Burntisland', 'zoo', '1 Crossroads Place, Rosyth', 'local gym', 'Carnegie Avenue, Dunfermline', '42 Mid Shore, KY10 2NW', 'grocery store, Rosyth', 'fairground', 'Rosyth'}",2937
91,4,1,3,3,4,4,0,1,"{'Nicolton Avenue FK2 0TP', 'medical appointments', 'workplace', 'Street', 'Bruce Street Alloa FK10 1RX', 'hair salon', 'grocery store'}","{'Spittal Street', 'Milan', 'Park Avenue, FK2 9LG', 'airport', 'Nicolton Avenue, FK2 0TP', 'Bruce Street, Alloa, FK10 1RX', 'workplace', 'Stirling', 'West Murrayfield, Stirling'}",2943
92,14,5,9,2,11,11,0,1,"{'senior center', 'bingo hall', 'synagogue', 'Riggs Road Perth', 'The', 'Grampian Road Aviemore', '10 12 Southlands Road', 'Road', 'Road Perth', 'York Place Perth', 'Perth', '14 Higher Oakfield', 'Gleneagles Auchterarder', 'Glenearn Road Perth', 'York Place', 'Saint'}","{'bingo hall', 'synagogue', 'rest area', 'Newtonmore', 'Madoch Road', 'Aviemore', 'Dunkeld', 'Atholl Street, Dunkeld', 'motel alleyway', 'Southlands Road', '10 & 12 Southlands Road', 'Park Road, Ballachulish', '14 Higher Oakfield', 'Kingussie', 'Gleneagles, Auchterarder', 'York Place', 'Ballachulish', 'hotel', 'service location', 'Birnam', 'Grampian Road, Aviemore', '37-39 York Place', ""Saint Mary's Road, Birnam"", 'alleyway', 'Auchterarder', 'Perth', 'Newtonmore Road, Kingussie', 'Riggs Road', 'Riggs Road, Perth', 'Glenearn Road, Perth', 'Higher Oakfield'}",2971
93,28,4,24,13,0,0,0,1,"{'6', '85 Bassett Avenue', 'The', '55 Diana Avenue Glasgow', '21 Rampart Avenue', '85 Bassett Avenue Glasgow', 'Castlecary Road G68 0HD', 'Castlecary Road', 'book club', 'retirement community', 'Belsyde Avenue Glasgow G15 6AR', '6 Bard Avenue Glasgow G13 3JA', 'Glasgow', 'Avenue', 'community center', '85 Bassett Avenue Glasgow G13 3JP', '6 Bard Avenue Glasgow', 'assisted living facility', 'Road Glasgow', 'school events', 'neighborhood cafe', 'Truce Road Glasgow', 'school', 'dialysis center', 'West Clyde Street Helensburgh', 'Belsyde Avenue', 'Road', '21 Rampart Avenue Glasgow', 'Archerhill Road Glasgow', 'Belsyde Avenue Glasgow', 'Avenue Glasgow G13', 'senior housing', 'Turret Crescent G13 2HG', 'Avenue Glasgow', 'Main', 'grocery store', '1', 'adult day care', 'Block 1 Acre Road Glasgow G20 0XA', 'Block 1 Acre Road Glasgow', 'West Clyde Street Helensburgh G84 8ES'}","{'85 Bassett Avenue', '21 Rampart Avenue, Glasgow', '21 Rampart Avenue', '85 Bassett Avenue, Glasgow, G13 3JP', 'Belsyde Avenue, Glasgow', 'Bassett Avenue', 'Crow Road, Glasgow', 'Castlecary Road', 'Main Road, Rhu', 'Block 1 Acre Road, Glasgow, G20 0XA', 'Turret Crescent, G13 2HG', '112-117 West Clyde Street, Helensburgh', 'Glasgow', '224-226 Archerhill Road, Glasgow', 'Bard Avenue, Glasgow, G13 3JA', 'Bard Avenue, Glasgow', 'Fulton Road, G62 8PG', 'West Clyde Street, Helensburgh', 'Block 1 Acre Road, Glasgow', 'Belsyde Avenue, Glasgow, G15 6AR', '85 Bassett Avenue, Glasgow', 'West Clyde Street, Helensburgh, G84 8ES', 'Castlecary Road, G68 0HD', '21 Rampart Avenue, Glasgow, G13 3HT'}",3051
94,37,5,32,5,4,4,0,1,"{'Blackston Road', 'senior center', '1 Goosecroft Road Stirling', '4 Brown Street FK1 4QF', 'Kirk Entry', '25 Slamannan Road', 'Park Avenue', 'Foundry Loan Larbert', '1 Burnbank Road Falkirk', 'West Murrayfield Stirling', '35 Kerse Road Grangemouth', 'The', 'Greenside Street Alloa', '43 Union Road FK1 4PG', 'Kenilworth Drive FK2 9LH', '14 The Meadows Stirling FK9 5AE', 'Home', 'mosque', 'Greenside Street Alloa FK10 1EB', '25 Slamannan Road Falkirk', 'Craigs Terrace', '14 The Meadows', 'park', '43 Union Road', 'Craigs Terrace Rumford', 'Dunhalin Rumford FK2 0SE', 'assisted living facility', '130', 'Haypark Road', 'medical clinic', 'Road Grangemouth', 'Road Stirling', 'Road', 'Kenilworth Drive', 'Blackston Road Avonbridge FK1 2NB', 'pharmacy', 'Blackston Road Avonbridge', 'Glensburgh Road FK3 8XJ', 'grocery store', 'Road Falkirk', 'FK2', 'library'}","{'Blackston Road', 'West Murrayfield, Stirling, FK7 8NB', 'Greenside Street, Alloa', 'Park Avenue', ""Bo'ness Road, Falkirk"", 'Well Place, Dunblane', '14 The Meadows, Stirling', ""Barn in the desert area near 130 Bo'ness Road"", 'Barn near 43 Union Road, FK1 4PG', ""130 Bo'ness Road, Grangemouth"", ""Kirk Entry Bo'ness Road, Falkirk"", 'River by Kenilworth Drive, FK2 9LH', 'Barn near 25 Slamannan Road', 'Assisted living facility, Dunblane', 'West Lodge Gardens, Alloa', 'Desert park', 'River', 'Dunblane', '1 Goosecroft Road, Stirling', '43 Union Road', 'Blackston Road, Avonbridge', ""Earl's Road, Grangemouth"", 'Glensburgh Road, FK3 8XJ', 'Hiking trail near West Murrayfield, Stirling', '25 Slamannan Road, Falkirk', '43 Union Road, FK1 4PG', 'Haypark Road', '1 Burnbank Road, Falkirk', 'Blackston Road, Avonbridge, FK1 2NB', 'Medical clinic', 'Greenside Street, Alloa, FK10 1EB', ""Religious site in the desert area near 130 Bo'ness Road"", 'Foundry Loan, Larbert', 'Barn near Greenside Street, Alloa, FK10 1EB', 'River by Blackston Road, Avonbridge', '4 Brown Street, FK1 4QF', 'Dunhalin, Rumford', 'Senior center, 35 Kerse Road, Grangemouth', 'High Station Road, Falkirk', 'River by Blackston Road', 'Dunhalin, Rumford, FK2 0SE', ""Religious site near Kirk Entry Bo'ness Road, Falkirk"", 'Concert venue', 'Rumford', '35 Kerse Road, Grangemouth', '14 The Meadows, Stirling, FK9 5AE', 'Kenilworth Drive, FK2 9LH', 'Craigs Terrace, Rumford', 'West Murrayfield, Stirling'}",3145
95,14,2,12,2,5,5,0,1,"{'Bog Road AB31 4JU', 'Seafield Circle', 'A939 Corgarff', 'Seafield Circle Buckie', 'Road', 'Bog Road', 'Home', 'book club', 'Golden Knowes Road', 'A939', 'A939 Corgarff AB36 8YL', 'park', 'Golden Knowes Road Aberdeenshire AB45 2JE', 'library', 'Golden Knowes Road Aberdeenshire', 'Seafield Circle Buckie AB56 5AD'}","{'A939, Corgarff', 'military base', 'Bog Road, AB31 4JU', 'Golden Knowes Road, Aberdeenshire', 'Garden Wood, Inchmarlo', 'Golden Knowes Road, Aberdeenshire, AB45 2JE', 'Alford', 'A939, Corgarff, AB36 8YL', 'roadhouse', 'park', 'park library', 'Seafield Circle, Buckie, AB56 5AD', 'Mill Road, Insch', 'North High Street', 'library'}",3148
96,15,3,12,4,1,1,0,1,"{'Dee Street Banchory AB31 5HS', 'Gordon Crescent AB34 5HJ', 'Street', 'Dee Street Banchory', '3', 'Dee Street', 'school', 'Road', 'Mar', 'Home', 'program', 'Carmelite Street Banff AB45 1GF', 'March Road', 'March Road Buckie AB56 1ER', '3 Kingsford Road Alford AB33 8HH', 'sports club', 'skate park', '10 Garden Wood Inchmarlo', 'Gordon Crescent'}","{'Rannes Street, Insch, AB52 6JJ', 'Dee Street, Banchory, AB31 5HS', 'March Road, Buckie, AB56 1ER', '3 Kingsford Road, Alford, AB33 8HH,', 'Seafield Circle, Buckie', 'campground', 'Rannes Street', 'school', '10 Garden Wood, Inchmarlo', 'Gordon Crescent, AB34 5HJ', 'skate park', 'Carmelite Street, Banff, AB45 1GF', 'Dee Street, Banchory', 'Gordon Crescent', '3 Kingsford Road, Alford, AB33 8HH'}",3171
