,potential_positive,positive,partial,missing,insert_all,insert_but_in_text,insert_hallucination,try_count,truth_set,summ_set,misperid
67,7,3,4,5,0,0,0,1,"{'brother', 'Robin Quinn', 'friend Lauren Rogers', 'son Harry Scott', 'Craig Lewis', 'son', 'Brett Fox', 'Joan Green', 'friend', 'Dennis Hutchinson', 'Nathan Read', 'Clare'}","{'Dennis Hutchinson son', 'Lauren Rogers other', 'Robin Quinn other', 'Lauren Rogers friend', 'Robin Quinn friend', 'Harry Scott son', 'Brett Fox friend'}",2063
68,11,5,6,2,2,0,2,1,"{'Lesley Patel', 'friend Marcus Wood', 'Allan Taylor', 'Megan Woods', 'colleague', 'Graeme Miller', 'foster father', 'Melanie Nolan', 'friend', 'Samantha Scott', 'foster mother', 'Frank Howard colleague', 'friend Malcolm Gibbons'}","{'friend Megan Woods', 'Samantha Scott colleague', 'Graeme Miller friend', 'foster father foster father', 'friends friends', 'friend Lesley Patel', 'teacher teacher', 'friend friend', 'Frank Howard colleague', 'friend Malcolm Gibbons', 'Marcus Wood friend'}",2075
69,13,2,11,0,0,0,0,1,"{'Tracey', 'colleague Joyce Birch', 'Antony Ward', 'grandmother Kathleen Jones', 'colleague', 'Anna Oliver', 'Tracey Walker', 'Karen Howe', 'friend', 'Kathleen Jones', 'sister', 'Chloe', 'Rebecca Davies'}","{'Rebecca Davies colleague', 'Tracey friend', 'Kathleen Jones grandmother', 'Anthony Ward brother', 'Anna Oliver sister', 'Joyce Birch colleague', 'Tracey Walker friend', 'Karen Howe friend', 'Anna Oliver colleague', 'Anna Oliver friend', 'Anna Oliver grandmother', 'Anna Oliver brother', 'Chloe friend'}",2280
70,3,1,2,0,0,0,0,1,"{'Louis Burgess', 'Aaron Moran', 'foster mother'}","{""Aaron Moran's foster mother family member"", ""Aaron Moran's foster mother foster mother"", 'Louis Burgess other', ""Aaron Moran's foster mother other"", ""Aaron Moran's friend friend""}",2324
71,9,4,5,1,1,0,1,1,"{'brother', 'Albert Glover', 'Reece Mistry', 'friend Russell Sheppard', 'Tina', 'Sam', 'grandfather', 'colleague', 'grandmother', 'friend'}","{'brother brother', 'Albert Glover colleague', 'grandchild grandchild', 'Sam brother', 'friend friend', 'Russell Sheppard friend', 'concerned grandmother grandmother', 'grandfather grandfather', 'Tina family friend'}",2334
72,3,2,1,6,1,0,1,1,"{'Rhys', 'friend Cheryl Phillips', 'Gary Lees', 'Roger Cooper', 'colleague', 'June', 'friend', 'Tom', 'Geoffrey Rogers'}","{'friend family member', 'Roger Cooper friend', 'family member family member', 'friend other', 'Cheryl Phillips friend', 'friend roommate'}",2338
73,11,6,5,1,0,0,0,1,"{'brother', 'Sam', 'colleague Jake Lewis', 'friend Danny Jenkins', 'friend Adam Jordan', 'Gerard Price', 'Reece Morgan', 'colleague', 'grandmother', 'Georgia Harrison colleague', 'Pamela Price', 'sister'}","{'Jake Lewis colleague', 'sister sister', 'Sam friend', 'Reece Morgan self', 'brother brother', 'Georgia Harrison colleague', 'Pamela Price neighbor', 'Adam Jordan friend', 'Danny Jenkins friend'}",2454
74,14,4,10,1,2,0,2,1,"{'Keith James', 'Megan Murray', 'Claire Davies', 'Lynda Ferguson', 'Rebecca Williams', 'colleague', 'Jacob Powell', 'foster father', 'Daniel Cooper', 'friend', 'Sheila Elliott friend', 'Mohammad Davidson', 'Joe Pritchard', 'Anna Bryant colleague', 'Sheila Elliott'}","{'Lynda Ferguson neighbor', 'foster father father', 'Joe Pritchard friend', 'Rebecca Williams friend', 'family member family member', 'Megan Murray friend', 'Keith James friend', 'stranger unknown', 'Sheila Elliott friend', 'sheila Elliott friend', 'Jacob Powell disagreement', 'friend friend', 'Anna Bryant colleague', 'Claire Davies friend', 'Mohammad Davidson family friend', 'Claire Davies associate'}",2458
75,6,1,5,2,2,0,2,1,"{'friend', 'uncle', 'Alan Begum', 'Brian Allen', 'James Begum', 'Nicole Baker colleague', 'colleague', 'grandmother'}","{'Alan Begum uncle', 'family family', 'friends friends', 'Brian Allen colleague', 'Nicole Baker colleague'}",2470
76,16,3,13,1,1,0,1,1,"{'brother', 'friend Callum Richardson', 'Antony Evans', 'brother Gareth Read', 'Lisa Osborne', 'Amanda Martin', 'Antony', 'Stuart', 'colleague', 'Abigail Randall', 'Lynn', 'friend', 'Martin Bailey', 'Martin', 'sister', 'Carole Oliver', 'Shannon Phillips'}","{'Shannon Phillips family friend', 'Lisa Osborne friend', 'sister other', 'friend other', 'Lynn colleague', 'Gareth Read brother', 'Abigail Randall friend', 'Martin Bailey friend', 'Carole Oliver neighbor', 'Anthony Evans friend', 'Stuart friend', 'family other', 'Martin Bailey colleague'}",2516
77,11,2,9,3,7,0,7,1,"{'brother', 'Amanda Read', 'Philip', 'colleague Charlene Kerr', 'Eric Hayward', 'Naomi Campbell', 'colleague', 'Stuart', 'son', 'friend', 'Read', 'friend Ruth Burton', 'Toby Wallis', 'Stuart Howard'}","{'Mother other', 'Philip friend', 'Joshua Davis friend', 'Roommate other', 'Toby Wallis friend', 'Brother other', 'Spouse other', 'Father other', 'Sister other', 'Ruth Burton friend', 'Stuart Howard son', 'Naomi Campbell daughter', 'Colleague friend', 'Charlene Kerr friend', 'Neighbor other', 'Other other'}",2528
78,9,1,8,1,3,0,3,1,"{'Holly Reed', 'Grace', 'Dennis Burns', 'Roy Clark', 'friend', 'friend Jay Johnson', 'Elaine Stevens', 'Valerie Turner', 'Sian Day', 'colleague Jacqueline Field'}","{'Jay Johnson friends', 'Foster Family family member', 'Roy Clark friends', 'Elaine Stevens fellow protester', 'Friends friends', 'Valerie Turner previous foster arrangement', 'Holly Reed friend', 'Friend friends', 'Family family member', 'Grace friends', 'Jacqueline Field colleague', 'Sian Day friends', 'Jacqueline Field friend'}",2641
79,8,3,5,4,4,0,4,1,"{'Carol Davies', 'Max', 'brother', 'Ronald Davies', 'Anthony Fowler', 'Elliot', 'Frank Berry', 'Pamela Jones', 'colleague', 'sister Gail Davies', 'friend', 'Richard'}","{'family family member', 'sister sister', 'Gail Davies sister', 'Elliot friend', 'member of the public unknown', 'brother brother', 'Max friend', 'Anthony Fowler helper', 'friend friend', 'roommate roommate', 'Carol Davies concerned family', 'staff unknown'}",2667
80,2,0,2,2,0,0,0,1,"{'friend', 'colleague', 'Lynn Weston', 'Gillian Wilson'}",{'Gillian Wilson friend'},2674
81,15,6,9,0,2,0,2,1,"{'brother', 'Joseph Palmer', 'Glen', 'grandfather', 'Glen Sanders friend', 'colleague Judith Howarth', 'Jade Turner', 'aunt', 'Dean Turner', 'colleague', 'Sarah Turner', 'friend Sharon Griffiths', 'friend', 'uncle', 'Glen Sanders'}","{'Sarah Turner aunt', 'Sharon Griffiths friend', 'Glen Sanders friend', 'brother brother', 'family family', 'friends friends', 'Joseph Palmer colleague', 'Judith Howarth friend', 'Joseph Palmer friend', 'Jade Turner self', 'uncle uncle', 'grandfather grandfather', 'Dean Turner father', 'Judith Howarth colleague'}",2681
82,3,1,2,7,0,0,0,1,"{'Jeremy Harrison', 'grandfather', 'sister Brenda Morgan', 'Toby', 'colleague', 'colleague Norman Butler', 'Leanne', 'father', 'Patrick', 'David Hill'}","{'Norman Butler colleague', 'Jeremy Harrison self'}",2686
83,9,1,8,0,6,0,6,1,"{'sister Kathleen Wright', 'daughter', 'friend', 'Aimee Wright', 'Sean', 'aunt', 'Sam Wright', 'uncle', 'Yvonne'}","{""aunt Aimee Wright's aunt"", 'member of the public A person who found Aimee attempting to locate a misplaced work document', ""new partner Aimee Wright's new partner"", ""daughter Aimee Wright's daughter"", ""new romantic partner Aimee Wright's new romantic partner"", 'self 12528', 'local A person matching her description', 'Sam Wright ex-partner', ""unknown partner Aimee Wright's new romantic partner"", 'self 98051', ""friend Aimee Wright's friend"", 'sister Kathleen Wright', 'member of the public A person who found Aimee safe', 'friend Sean', ""uncle Aimee Wright's uncle"", 'self 97940', 'self 35864', ""concerned passerby A person who located Aimee's abandoned vehicle"", 'Yvonne acquaintance'}",2738
84,11,4,7,1,0,0,0,1,"{'Natasha Saunders', 'John Jackson', 'Megan Cooper', 'colleague', 'friend', 'foster mother', 'foster mother Patricia Price', 'Andrew', 'friend Mohammad Patel', 'Hollie', 'Melissa Carr', 'colleague Janice Gardner'}","{'Megan Cooper friend', 'Mohammad Patel friend', 'Hollie friend', 'friend other', 'Andrew acquaintance', 'Patricia Price foster mother', 'John Jackson friend', 'Janice Gardner colleague', 'Natasha Saunders colleague'}",2817
85,7,1,6,4,1,0,1,1,"{'brother', 'grandfather', 'Marian Whitehead', 'Geraldine', 'aunt', 'Whitehead', 'colleague', 'friend', 'friend Malcolm Cooper', 'brother Clive Hussain', 'sister'}","{'her grandfather other', 'her brother other', 'her acquaintance other', 'her sister sister', 'her friend other', 'her aunt other', 'her friend friend', 'Clive Hussain brother', 'her sister other'}",2854
86,15,3,12,4,0,0,0,1,"{'Matthew', 'Carl Webb', 'Daniel Marshall', 'Ruth Fox', 'Kelly Mason', 'friend', 'sister', 'sister Kelly Mason', 'Justin Riley', 'brother', 'Iain', 'sister Amanda Mason', 'Mohamed Howard', 'Marilyn', 'Amy', 'Antony Mason', 'colleague', 'Lawrence', 'sister Karen Mason'}","{'Amanda Mason sister', 'Kelly Mason sister', 'Daniel Marshall son', 'Karen Mason s', 'Carl Webb brother', 'Marilyn friend', 'Ruth Fox daughter', 'Justin Riley friend', 'Matthew colleague', 'Karen Mason sister'}",2910
87,5,1,4,2,7,0,7,1,"{'Michelle Rowe', 'Maureen Moore', 'foster father Jeffrey Kelly', 'Ricky Thomas', 'Jessica Hayes', 'colleague', 'Mark King'}","{'friend 8109', 'friend 68609', 'Michelle Rowe colleague', 'friend 29234', 'friend 6934', 'Jeffrey Kelly father', 'Mark King friend', 'Jeffrey Kelly foster father', 'family 21788', 'friend 21788', 'friend 68495', 'Ricky Thomas friend'}",2915
88,3,0,3,1,0,0,0,1,"{'aunt', 'uncle', 'William Field', 'Sarah Field'}","{'William Field uncle', 'Sarah Field niece'}",2916
89,8,1,7,0,0,0,0,1,"{'Damian Clark', 'Stephanie Blackburn', 'colleague Wendy Bolton', 'sister', 'Wendy Bolton', 'Shaun', 'Gail Blackburn', 'Blackburn'}","{'Stephanie Blackburn niece', 'Stephanie Blackburn family', 'Damian Clark niece', 'Stephanie Blackburn sister', 'Wendy Bolton colleague', 'Shaun family', 'Damian Clark colleague', 'Damian Clark sister', 'Gail Blackburn sister', 'Damian Clark family'}",2923
90,7,1,6,6,0,0,0,1,"{'brother', 'brother Gerard Wright', 'Clifford Allen', 'Jacob Stevens', 'grandfather', 'Lydia', 'Charles Graham', 'friend', 'uncle Ross Allen', 'father', 'sister', 'mother', 'Gerard Wright'}","{'Lydia Allen sister', 'Clifford Allen self', ""Clifford Allen's brother brother"", 'Ross Allen uncle', ""Clifford Allen's sister sister"", ""Clifford Allen's mother mother""}",2937
91,2,2,0,4,4,0,4,1,"{'friend', 'Gemma Hodgson', 'aunt', 'father', 'sister', 'Hodgson'}","{'sister other', 'aunt other', 'roommate other', 'friends other', 'family member other', 'other other'}",2943
92,9,4,5,7,0,0,0,1,"{'Emma Griffiths', 'Danielle Simpson', 'daughter Jasmine Foster', 'Eleanor Jenkins', 'Darren', 'daughter', 'colleague', 'son', 'John Barrett', 'friend', 'colleague Louis Hall', 'Shaun Shepherd', 'Jean', 'Diane', 'brother Phillip Horton', 'friend Lorraine Vaughan'}","{'Danielle Simpson other', 'Phillip Horton brother', 'Emma Griffiths self', 'Diane daughter', 'Lorraine Vaughan friend', 'Jean other'}",2971
93,17,4,13,1,0,0,0,1,"{'Amber Smith', 'son', 'friend Beverley Thompson', 'Kathryn', 'friend', 'colleague Joe Simmons', 'Jordan Carter son', 'Ellie', 'Alice Smith sister', 'Smith', 'Alice Smith', 'William Parkin', 'colleague', 'Alice', 'Carole', 'Amber', 'Elaine Gilbert', 'John Edwards'}","{'Ellie friend', 'Alice Smith sister', 'Kathryn distant acquaintance', 'Joe Simmons colleague', 'Carole friend', 'Elaine Gilbert colleague', 'William Parkin colleague', 'Beverley Thompson friend', 'Jordan Carter son', 'John Edwards son'}",3051
94,19,0,19,4,0,0,0,1,"{'Natasha Roberts', 'Leonard Gray', 'Neil', 'Clive Harrison', 'friend', 'Alan Griffiths', 'Jayne Davies', 'sister', 'Nigel Hartley', 'Oliver', 'Chloe Howard', 'brother', 'Denise Rogers', 'Gavin Hawkins', 'brother Edward Anderson', 'Danielle Howell', 'Shannon Hartley', 'grandfather', 'colleague', 'Duncan Jones', 'Guy', 'Chloe', 'Dylan Kelly'}","{'Neil colleague', 'Shannon Hartley friend', 'Guy colleague', 'Dylan Kelly friend', 'Nigel Hartley friend', 'Edward Anderson grandfather', 'Leonard Gray friend', 'Alan Griffiths grandfather', 'Natasha Roberts friend', 'Gavin Hawkins colleague', 'Shannon Hartley colleague', 'Leonard Gray colleague', 'Clive Harrison founder', 'Denise Rogers family friend', 'Danielle Howell colleague', 'Chloe Howard sister', 'Danielle Howell friend', 'Guy friend'}",3145
95,13,2,11,0,0,0,0,1,"{'brother', 'Allan', 'Nicole Connolly', 'Janice', 'Amber Jones', 'Ricky Roberts', 'Rita Morrison', 'daughter Kimberley Smith', 'friend', 'Allan Rees colleague', 'Billy Burton', 'Allan Rees', 'Lawrence Allan'}","{'Rita Morrison friend', 'Billy Burton friend', 'Nicole Connolly friend', ""Lawrence Allan's brother brother"", 'Amber Jones friend', 'Ricky Roberts colleague', 'Allan Rees colleague', 'Kimberley Smith daughter', 'Janice friend'}",3148
96,9,1,8,1,1,0,1,1,"{'Duncan', 'Duncan Palmer', 'Sally Moore', 'Angela Martin', 'colleague', 'friend', 'Yvonne Holmes', 'Melissa', 'Brenda Brown', 'foster father William Thomas'}","{'Angela Martin friend', 'Sally Moore unknown', 'Brenda Brown friend', 'Melissa Martin friend', 'William Thomas foster father', 'homeless other', 'Duncan Palmer friend', 'Yvonne Holmes family friend'}",3171
97,9,1,8,2,3,0,3,1,"{'Glen', 'Naomi Dobson sister', 'Glen Dobson', 'Naomi Dobson', 'aunt', 'colleague', 'Dobson', 'Pamela', 'uncle', 'Naomi', 'Mark Andrews'}","{'aunt 102320', 'aunt 102324', 'Naomi Dobson sister', 'uncle 82117', 'aunt 82117', 'uncle 102324', 'Mark Andrews friend', 'Colleagues other', 'aunt 88673', 'aunt 21304', 'roommate other', 'aunt 1595', 'Pamela friend', 'family other', 'aunt 102321', 'aunt 102327'}",3183
98,4,2,2,0,1,0,1,1,"{'Raymond Arnold', 'friend', 'colleague', 'Colin Hall'}","{'Raymond Arnold colleague', 'Colin Hall self', 'Colleague colleague', 'friend friend', 'member of the public member of the public'}",3199
99,3,0,3,5,0,0,0,1,"{'brother', 'Frank Hale', 'Bethany Barton', 'colleague', 'Angela', 'daughter', 'daughter Angela Norman', 'son'}","{""Bethany Barton's son son"", ""Bethany Barton's granddaughter granddaughter"", ""Bethany Barton's brother brother""}",3213
100,2,1,1,15,0,0,0,1,"{'Eric Fletcher', 'Dominic Walsh', 'colleague Rosemary Stone', 'Colin Griffiths', 'colleague', 'Amy Andrews', 'Michelle Lyons', 'friend', 'colleague Charlie Clark', 'Griffiths', 'colleague Darren Williams', 'Beverley', 'Janice Ward', 'Denis', 'Darren Williams', 'brother Declan Fisher', 'Patricia Russell'}","{'Eric Fletcher brother', 'Declan Fisher brother', 'Declan Fisher bro'}",3298
101,16,5,11,2,2,0,2,1,"{'Donald Nixon', 'friend', 'Sam Harris', 'sister', 'Brian Smith', 'Hopkins', 'brother', 'mother Kelly Hopkins', 'Nigel Hopkins', 'mother Kelly', 'aunt', 'Marc Hopkins', 'Caroline', 'Gerard Warner', 'Caroline Hopkins', 'uncle', 'Richard Hunter', 'colleague Lindsey Rahman'}","{'Donald Nixon friend', 'Sam Harris brother', 'uncle other', 'aunt other', 'roommate other', 'Richard Hunter other', 'Caroline Hopkins sister', 'friend friend', 'Kelly Hopkins mother', 'Brian Smith brother', 'other other'}",3299
102,7,5,2,3,3,0,3,1,"{'son Josh Ball', 'Hazel', 'grandfather', 'grandmother', 'friend', 'uncle', 'Kenneth Hawkins', 'Paula Foster', 'sister', 'mother'}","{'sister sister', 'grandmother mother', 'neighbor neighbor', 'uncle uncle', 'friend friend', 'roommate roommate', 'grandfather grandfather', 'Josh Ball son', 'other other'}",3319
103,17,6,11,1,0,0,0,1,"{'brother', 'Ashley Evans', 'Lindsey Parker', 'friend Connor Rice', 'grandfather', 'Maria Evans sister', 'Toby Dennis', 'Amber Ellis', 'Leah', 'colleague', 'friend', 'Maria Evans', 'James Stone', 'brother Gordon Burton', 'Justin Evans', 'mother', 'Tracy', 'Evans'}","{'Connor Rice friend', 'Tracy other', 'Gordon Burton brother', 'Maria Evans sister', 'Charlotte Harrison friend', 'Amber Ellis colleague', 'friend other', 'James Stone grandfather', 'Toby Dennis other', 'Justin Evans friend', 'Lindsey Parker family friend', 'Leah friend'}",3394
104,3,3,0,3,3,0,3,1,"{'Iain', 'friend', 'father', 'mother', 'Daniel Jones', 'grandmother'}","{'grandmother grandmother', 'family member f', 'family member family member', 'family family', 'friend friend', 'father father'}",3419
105,9,1,8,2,0,0,0,1,"{'Danny Powell', 'sister Joan Kaur', 'Kayleigh Kaur', 'colleague', 'Jacqueline Bailey', 'sister Joan', 'Martin', 'Keith', 'friend', 'Joan Kaur', 'Kaur'}","{'Keith friend', 'friend 48306', 'Jacqueline Bailey friend', 'friend 57927', 'Martin friend', 'Joan Kaur sister'}",3465
106,6,3,3,1,2,0,2,1,"{'brother', 'brother Marc Miller', 'uncle Graeme', 'Mohamed Lawrence', 'uncle Graeme Lawrence', 'Sophie', 'Lawrence'}","{'Graeme Lawrence uncle', 'uncle other', 'friend other', 'Marc Miller brother', 'roommate other', 'brother other'}",3518
107,6,1,5,10,0,0,0,1,"{'brother', 'Howard Dodd', 'mother Beth Kennedy', 'grandfather', 'Samuel', 'Kennedy', 'Iain Kennedy', 'aunt', 'colleague', 'grandmother', 'Irene', 'friend', 'Ben Kennedy', 'Clare Harrison', 'Emily Smith', 'Kyle Roberts'}","{'Beth Kennedy mother', 'Emily Smith grandmother'}",3520
108,11,4,7,1,0,0,0,1,"{'Rosie Martin', 'Jayne Barnes', 'Tracey Lawrence', 'Tom Hawkins', 'colleague', 'daughter', 'son', 'Brian', 'Sarah Davis', 'colleague Gail Richards', 'friend Gerard Sharpe', 'Teresa Collins'}","{'Teresa Collins daughter', 'son son', 'Tracey Lawrence self', 'Gerard Sharpe friend', 'Jayne Barnes daughter', 'Rosie Martin friend', 'Rosie Martin colleague', 'Gail Richards colleague', 'Tom Hawkins son', 'daughter daughter', 'Sarah Davis friend'}",3602
109,11,2,9,2,0,0,0,1,"{'Anne McKenzie colleague', 'Ashleigh Stephenson', 'aunt', 'friend Justin Higgins', 'daughter', 'Anne McKenzie', 'Marcus', 'Harriet Barlow', 'friend', 'Justin Higgins', 'father', 'Gerard', 'Leonard Smith'}","{'Justin Higgins friend', ""Leonard Smith's aunt aunt"", 'Anne McKenzie colleague', ""Leonard Smith's father father"", ""Leonard Smith's daughter daughter"", 'Harriet Barlow friend', 'Ashleigh Stephenson friend'}",3614
110,8,0,8,5,0,0,0,1,"{'brother', 'Deborah Pearson', 'sister Amelia Pearson', 'Georgina Jones', 'Gemma Warren', 'colleague', 'daughter', 'son', 'Joanne Heath', 'Debra Pearson sister', 'sister', 'daughter Amy Farrell', 'Bethan Hopkins'}","{'Deborah Pearson brother', 'Deborah Pearson son', 'Deborah Pearson sister', 'Deborah Pearson father', 'Deborah Pearson daughter'}",3633
111,14,0,14,2,1,0,1,1,"{'brother', 'Christian Hewitt', 'colleague Brandon Allen', 'Judith Charlton', 'Glenn Cole', 'Diana Richards', 'colleague', 'daughter', 'son', 'friend', 'colleague Shirley Elliott', 'Glenn Cole colleague', 'Joel Hall', 'sister', 'Bethan Richards', 'Tina Smith'}","{'her family family', 'Christian Hewitt brother', 'her son son', 'Brandon Allen friend', 'her daughter daughter', 'Glenn Cole friend', 'Judith Charlton daughter', 'her brother brother', 'her colleague friend', 'Shirley Elliott friend', 'Joel Hall friend', 'Tina Smith friend', 'her sister other'}",3651
112,10,1,9,9,0,0,0,1,"{'Anderson', 'Philip Richardson', 'Sheila Sanderson', 'grandmother', 'friend', 'sister', 'friend June Walker', 'Olivia', 'Georgina Sanderson', 'Sanderson', 'Eileen McCarthy', 'brother', 'colleague Nicholas Duncan', 'Abdul', 'colleague', 'Antony Anderson colleague', 'Lesley', 'Sian', 'Antony Anderson'}","{'Olivia friend', 'Philip Richardson brother', 'Nicholas Duncan friend', 'Georgina Sanderson family', 'June Walker friend', 'Sian friend', 'Sheila Sanderson self'}",3705
113,10,3,7,1,0,0,0,1,"{'colleague Mary Baker', 'Terence', 'Brandon Campbell', 'grandfather', 'grandmother Lesley Robinson', 'colleague', 'Megan Roberts friend', 'grandmother', 'Megan Roberts', 'Leon Kelly', 'friend'}","{'Lesley Robinson grandmother', 'Brandon Campbell friend', 'Terence grandson', 'Mary Baker colleague', 'Terence friend', 'Megan Roberts friend', 'Terence granddaughter', 'Terence grandfather', 'Terence acquaintance'}",3717
114,3,0,3,3,1,0,1,1,"{'colleague Maurice Grant', 'friend', 'Denise Lucas', 'Iain Taylor', 'Olivia', 'colleague'}","{'Denise Lucas friend', 'Maurice Grant friend', 'foster family family member'}",3795
115,12,1,11,2,0,0,0,1,"{'brother', 'Jones', 'Amber Lowe', 'Marion Harding', 'Victor Thompson', 'Garry Lewis', 'Bryan Jones', 'colleague', 'friend', 'Catherine', 'Elaine Jones sister', 'sister', 'Elaine Jones', 'Kayleigh Jones sister'}","{'Victor Thompson son', 'Marion Harding colleague', 'Elaine Jones sister', 'Amber Lowe friend', 'Catherine friend'}",3809
116,5,3,2,9,2,0,2,1,"{'brother', 'uncle Gerald Dodd', 'Benjamin Dodd', 'Hollie Dodd', 'Dodd', 'grandfather', 'grandfather Barry Clayton', 'Cheryl Lee', 'son', 'grandmother', 'uncle', 'Michael', 'Jean', 'colleague Ian Johnson'}","{'sister sister', 'son son', 'uncle uncle', 'friend friend', 'grandfather grandfather'}",3811
117,4,0,4,21,0,0,0,1,"{'Leonard Singh', 'Dominic Fraser', 'friend Marcus Hughes', 'Robin', 'Singh', 'Louis Blake', 'son', 'grandmother', 'friend', 'friend Daniel Whitehead', 'Anna Singh', 'mother Julie Holmes', 'brother Peter Hall', 'aunt Jodie Singh', 'daughter Lisa Walters', 'Wayne Butler', 'grandfather', 'aunt', 'Katy Evans', 'Ricky Rose', 'colleague', 'Joshua', 'uncle', 'Craig', 'grandmother Alison Saunders'}","{'Wayne Butler acquaintance', 'Wayne Butler close acquaintance', 'Wayne Butler friend', 'Wayne Butler close friend'}",3815
118,20,5,15,3,0,0,0,1,"{'Antony Hicks', 'son Bryan Hudson', 'daughter', 'son', 'Price', 'friend', 'Stacey', 'Beth', 'sister', 'son Justin', 'Clifford Mason', 'Joanne Whitehead', 'Zoe Cook', 'Joanne Whitehead daughter', 'Jeremy', 'Sara Perry', 'colleague', 'Nathan Price', 'Jill Thompson', 'son Justin Price', 'Kenneth', 'Stephen Law', 'Clifford Mason friend'}","{'Jeremy colleague', 'Justin Price son', 'Joanne Whitehead daughter', 'Stephen Law acquaintance', 'Zoe Cook daughter', 'Stacey Price sister', 'Bryan Hudson son', 'friend friend', 'Jill Thompson friend', 'Beth friend', 'Clifford Mason friend'}",3827
119,13,3,10,3,0,0,0,1,"{'Brenda Jenkins', 'daughter', 'son', 'Kieran Cooke', 'friend', 'Jeremy Harris', 'Ellie Carr', 'sister', 'sister Lynn Dodd', 'Ann Shaw', 'Mohamed Bennett', 'brother Jamie Cole', 'colleague', 'Emma Robson', 'friend Ruth Shepherd', 'Daniel Thorpe'}","{'Ruth Shepherd friend', 'Ann Shaw friend', 'Jamie Cole brother', 'Jeremy Harris colleague', 'Brenda Jenkins friend', ""Emma Robson's son son"", 'Lynn Dodd sister', ""Emma Robson's daughter daughter"", 'Kieran Cooke friend'}",3853
120,6,0,6,3,4,0,4,1,"{'grandfather', 'aunt', 'Jade Smith', 'colleague', 'Lynda Williams', 'friend', 'sister', 'mother', 'Joanne Turner'}","{'her aunt aunt', 'her sister sister', 'her colleague family', 'her sister family', 'her friend family', 'her roommate roommate', 'her grandmother family', 'her colleague colleague', 'her friend friend', 'her aunt family', 'her grandfather family', 'her grandmother grandmother', 'her mother family', 'her grandfather grandfather', 'other other'}",3891
121,7,6,1,7,2,0,2,1,"{'Jean Edwards', 'Lynn Jones', 'Teresa Kemp', 'colleague Dominic Hicks', 'Alan Day', 'aunt', 'colleague', 'grandmother', 'friend', 'uncle', 'father', 'sister', 'Mohammed Day', 'Day'}","{'sister sister', 'grandmother grandmother', 'aunt aunt', 'family family', 'uncle uncle', 'friend friend', 'Teresa Kemp present', 'father father', 'roommate roommate'}",3938
122,19,3,16,4,1,0,1,1,"{'Jack Norton', 'Leanne Hart', 'daughter', 'son', 'friend', 'son Antony Parkinson', 'Marilyn Johnson colleague', 'Marcus Kennedy', 'son Antony', 'Geraldine Thomas friend', 'brother', 'Owen Ward', 'Hart', 'Kate Reeves', 'Luke Cook', 'colleague', 'Dominic Hart', 'Bethany Miles', 'Tina Hart', 'Marilyn Johnson', 'Geraldine Thomas', 'Leanne', 'Kirsty Roberts'}","{'Kirsty Roberts colleague', 'Bethany Miles acquaintance', 'Leanne Hart sister', 'Colleague other', 'Anthony Parkinson son', 'Luke Cook brother', 'Marilyn Johnson colleague', 'Tina Hart sister', 'Family other', 'Geraldine Thomas friend', 'Jack Norton friend'}",3947
123,9,0,9,3,0,0,0,1,"{'Olivia Evans', 'Marie', 'colleague', 'Colin Gordon', 'Linda Davison', 'Louise', 'Owen Bryant', 'Russell Atkins', 'foster father', 'friend', 'Danielle Harris', 'Maria Allan'}","{'Colin Gordon initiated', 'Marie friend', 'Owen Bryant friend', 'Olivia Evans found by', 'Danielle Harris friend', 'Colin Gordon friend', 'Danielle Harris foster father', 'Russell Atkins searcher', ""Louise foster father's residence"", 'Colin Gordon notified', 'Danielle Harris meeting', 'Louise friend', 'Louise heading', 'Duncan Bird friend'}",3956
124,0,0,0,8,0,0,0,11,"{'Arthur Williams', 'Dawn Blake', 'Woods', 'Lisa', 'Duncan Woods', 'Timothy Jackson', 'colleague', 'son'}",{},4009
125,6,2,4,4,0,0,0,1,"{'Sarah Graham', 'daughter', 'colleague', 'friend', 'Daniel Blake', 'sister', 'sister Jane Graham', 'Mohammed Bowen', 'Annette King', 'Glenn'}","{'Glenn acquaintance', 'Annette King friend', 'Jane Graham sister', 'friend acquaintance', 'friend friend'}",4115
126,1,0,1,1,1,0,1,1,"{'Martin', 'Patrick Kaur'}","{""Patrick's family family member"", 'Martin neighbor'}",4142
127,0,0,0,10,0,0,0,11,"{'friend Tom Blackburn', 'Lorraine Smith', 'Brian Newton', 'grandfather', 'grandmother', 'friend', 'uncle', 'Clark', 'Tracy', 'friend Benjamin Clarke'}",{},4182
